,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
170,69397534,2026-06-18T00:55:40.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11226.0,2525 TILDEN AVENUE,TILDEN AVENUE,LOTT STREET,VERONICA PLACE,LOTT STREET,VERONICA PLACE,ADDRESS,BROOKLYN,TILDEN AVENUE,,In Progress,,,,17 BROOKLYN,40.0,Precinct 67,3051280029.0,BROOKLYN,997109.0,174895.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64671368489695,-73.95366166870008,POINT (-73.9536616687 40.646713684897)
171,69394455,2026-06-18T00:54:57.000,2026-06-18T01:25:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10455.0,538 WALES AVENUE,WALES AVENUE,EAST 147 STREET,EAST 149 STREET,EAST 147 STREET,EAST 149 STREET,ADDRESS,BRONX,WALES AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:25:37.000,01 BRONX,8.0,Precinct 40,2025810020.0,BRONX,1009907.0,235355.0,PHONE,Unspecified,BRONX,,,,,,,,40.81263362355514,-73.90731264903218,POINT (-73.907312649032 40.812633623555)
172,69392126,2026-06-18T00:54:36.000,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,10456.0,675 EAST 170 STREET,EAST 170 STREET,CROTONA AVENUE,BOSTON ROAD,CROTONA AVENUE,BOSTON ROAD,ADDRESS,BRONX,EAST 170 STREET,,In Progress,,,,03 BRONX,15.0,Precinct 42,2029370025.0,BRONX,1012532.0,242996.0,PHONE,Unspecified,BRONX,,,,,,,,40.83359797559948,-73.89779749163948,POINT (-73.897797491639 40.833597975599)
173,69393100,2026-06-18T00:54:32.000,2026-06-18T01:22:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11419.0,95 AVENUE,95 AVENUE,95 AVENUE,126 STREET,95 AVENUE,126 STREET,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:22:58.000,09 QUEENS,29.0,Precinct 102,,QUEENS,1033824.0,192195.0,PHONE,Unspecified,QUEENS,Other,,,,,,,40.69406880351709,-73.82122952846312,POINT (-73.821229528463 40.694068803517)
174,69396327,2026-06-18T00:54:30.000,,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Wallet,Taxi,10001.0,8 AVENUE,8 AVENUE,8 AVENUE,WEST 28 STREET,8 AVENUE,WEST 28 STREET,INTERSECTION,,,,In Progress,,,,04 MANHATTAN,3.0,Precinct 10,,MANHATTAN,985304.0,211953.0,PHONE,Unspecified,MANHATTAN,,,"8 AVENUE AND WEST 28 STREET, MANHATTAN, NY, 10001",,,,,40.7484385262982,-73.9961960357371,POINT (-73.996196035737 40.748438526298)
175,69394932,2026-06-18T00:54:21.000,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,Street/Sidewalk,10452.0,96 WEST 163 STREET,WEST 163 STREET,WOODYCREST AVENUE,OGDEN AVENUE,WOODYCREST AVENUE,OGDEN AVENUE,ADDRESS,BRONX,WEST 163 STREET,,In Progress,,,,04 BRONX,16.0,Precinct 44,2025110065.0,BRONX,1003829.0,242447.0,PHONE,Unspecified,BRONX,Car,,,,,,,40.8321147109914,-73.92924906069243,POINT (-73.929249060692 40.832114710991)
176,69399703,2026-06-18T00:53:44.000,2026-06-18T01:07:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11213.0,1324 LINCOLN PLACE,LINCOLN PLACE,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:07:21.000,08 BROOKLYN,35.0,Precinct 77,3013900022.0,BROOKLYN,1002939.0,183316.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66981708889745,-73.93262951273589,POINT (-73.932629512736 40.669817088897)
177,69394974,2026-06-18T00:53:22.000,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11433.0,154-40 ARCHER AVENUE,ARCHER AVENUE,153 STREET,PARSONS BOULEVARD,153 STREET,PARSONS BOULEVARD,ADDRESS,JAMAICA,ARCHER AVENUE,,In Progress,,,,12 QUEENS,27.0,Precinct 103,,QUEENS,1039619.0,195234.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70237577016904,-73.80030706936387,POINT (-73.800307069364 40.702375770169)
178,69400238,2026-06-18T00:53:02.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11368.0,110-40 SAULTELL AVENUE,SAULTELL AVENUE,VAN CLEEF STREET,CORONA AVENUE,VAN CLEEF STREET,CORONA AVENUE,ADDRESS,CORONA,SAULTELL AVENUE,,In Progress,,,,04 QUEENS,21.0,Precinct 110,4019720028.0,QUEENS,1025766.0,208952.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74010415057639,-73.8501843430382,POINT (-73.850184343038 40.740104150576)
179,69390158,2026-06-18T00:52:40.000,2026-06-18T01:07:17.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,,Park/Playground,11693.0,16-26 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,WEST 17 ROAD,WEST 18 ROAD,WEST 17 ROAD,WEST 18 ROAD,ADDRESS,FAR ROCKAWAY,CROSS BAY BOULEVARD,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:07:20.000,14 QUEENS,32.0,Precinct 100,4154810530.0,QUEENS,1034131.0,158229.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.600837962509154,-73.82037361713282,POINT (-73.820373617133 40.600837962509)
180,69391180,2026-06-18T00:52:37.000,2026-06-18T01:13:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11235.0,2830 BRIGHTON 3 STREET,BRIGHTON 3 STREET,SHORE PARKWAY,BRIGHTON 3 ROAD,SHORE PARKWAY,BRIGHTON 3 ROAD,ADDRESS,BROOKLYN,BRIGHTON 3 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:13:57.000,13 BROOKLYN,48.0,Precinct 60,3072607505.0,BROOKLYN,993809.0,151432.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.582316782730686,-73.9655866710303,POINT (-73.96558667103 40.582316782731)
181,69392080,2026-06-18T00:52:10.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10032.0,79 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST 153 STREET,EDGECOMBE AVENUE,WEST 153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,,In Progress,,,,09 MANHATTAN,9.0,Precinct 30,1020690008.0,MANHATTAN,1000658.0,241534.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82961524891156,-73.9407100584324,POINT (-73.940710058432 40.829615248912)
182,69396350,2026-06-18T00:51:18.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11355.0,43-23 COLDEN STREET,COLDEN STREET,CHERRY AVENUE,ELDER AVENUE,CHERRY AVENUE,ELDER AVENUE,ADDRESS,FLUSHING,COLDEN STREET,,In Progress,,,,07 QUEENS,20.0,Precinct 109,4051370005.0,QUEENS,1032741.0,213494.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.752535283074295,-73.8249815011565,POINT (-73.824981501156 40.752535283074)
183,69392134,2026-06-18T00:51:06.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11355.0,55-17 137 STREET,137 STREET,ELDER AVENUE,56 AVENUE,ELDER AVENUE,56 AVENUE,ADDRESS,FLUSHING,137 STREET,,In Progress,,,,07 QUEENS,20.0,Precinct 109,4051300022.0,QUEENS,1031991.0,212383.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74948995592124,-73.82769635559436,POINT (-73.827696355594 40.749489955921)
184,69399659,2026-06-18T00:51:02.000,2026-06-18T02:02:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,,Residential Building/House,10469.0,933 EAST 221 STREET,EAST 221 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST 221 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T02:02:28.000,12 BRONX,12.0,Precinct 47,2046920025.0,BRONX,1024265.0,260957.0,PHONE,Unspecified,BRONX,,,,,,,,40.88285010002968,-73.85529085683865,POINT (-73.855290856839 40.88285010003)
185,69390511,2026-06-18T00:50:03.000,2026-06-18T01:36:12.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,,Lobby,11372.0,35-54 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,95 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:36:16.000,03 QUEENS,21.0,Precinct 115,4014680033.0,QUEENS,1019560.0,213552.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.7527569382396,-73.87255528188972,POINT (-73.87255528189 40.75275693824)
186,69390705,2026-06-18T00:49:41.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST 162 STREET,WEST 163 STREET,WEST 162 STREET,WEST 163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,In Progress,,,,04 BRONX,16.0,Precinct 44,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,,,,,,,,40.8315271048226,-73.92886303221528,POINT (-73.928863032215 40.831527104823)
187,69396200,2026-06-18T00:49:34.000,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11207.0,734 SHEFFIELD AVENUE,SHEFFIELD AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,SHEFFIELD AVENUE,,In Progress,,,,05 BROOKLYN,42.0,Precinct 75,3043210012.0,BROOKLYN,1014158.0,179464.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65921341918821,-73.89220415417049,POINT (-73.89220415417 40.659213419188)
188,69393056,2026-06-18T00:49:19.000,2026-06-18T01:06:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11226.0,486 EAST 21 STREET,EAST 21 STREET,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,EAST 21 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:06:23.000,14 BROOKLYN,40.0,Precinct 70,3051630033.0,BROOKLYN,995762.0,173346.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.642463867458886,-73.9585183226308,POINT (-73.958518322631 40.642463867459)
189,69397690,2026-06-18T00:49:07.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11218.0,1217 DITMAS AVENUE,DITMAS AVENUE,WESTMINSTER ROAD,ARGYLE ROAD,WESTMINSTER ROAD,ARGYLE ROAD,ADDRESS,BROOKLYN,DITMAS AVENUE,,In Progress,,,,14 BROOKLYN,40.0,Precinct 70,3051760045.0,BROOKLYN,993678.0,170984.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.635983146555056,-73.96603098778118,POINT (-73.966030987781 40.635983146555)
190,69399035,2026-06-18T00:49:07.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11372.0,84-10 34 AVENUE,34 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,,In Progress,,,,03 QUEENS,25.0,Precinct 115,4014450001.0,QUEENS,1016674.0,213979.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.753939997619135,-73.88296967711675,POINT (-73.882969677117 40.753939997619)
191,69395765,2026-06-18T00:49:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Intersection,,10314.0,,,,,RUPERT AVENUE,WASHINGTON AVENUE,INTERSECTION,STATEN ISLAND,,,Open,,,,02 STATEN ISLAND,50.0,Precinct 121,,STATEN ISLAND,946477.0,157275.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.59827930708653,-74.13601903183921,POINT (-74.136019031839 40.598279307087)
192,69391435,2026-06-18T00:48:34.000,2026-06-18T01:07:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11224.0,2838 WEST 16 STREET,WEST 16 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST 16 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:08:01.000,13 BROOKLYN,47.0,Precinct 60,3070210124.0,BROOKLYN,988701.0,149886.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5780773544792,-73.98397698486393,POINT (-73.983976984864 40.578077354479)
193,69398807,2026-06-18T00:48:15.000,,DOT,Department of Transportation,Street Condition,Pothole,,,11436.0,,,,,149 STREET,ROCKAWAY BOULEVARD,INTERSECTION,QUEENS,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-06-18T00:48:15.000,12 QUEENS,28.0,Precinct 113,,QUEENS,1042775.0,184597.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.67315942018776,-73.78901713401103,POINT (-73.789017134011 40.673159420188)
194,69392118,2026-06-18T00:48:08.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11219.0,1574 56 STREET,56 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,56 STREET,,In Progress,,,,12 BROOKLYN,44.0,Precinct 66,3054910037.0,BROOKLYN,986941.0,167905.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62753655184747,-73.99030557477715,POINT (-73.990305574777 40.627536551847)
195,69399916,2026-06-18T00:48:05.000,2026-06-18T00:53:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11434.0,123-27 MERRICK BOULEVARD,MERRICK BOULEVARD,SUNBURY ROAD,125 AVENUE,SUNBURY ROAD,125 AVENUE,ADDRESS,JAMAICA,MERRICK BOULEVARD,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:53:55.000,12 QUEENS,27.0,Precinct 113,4124830030.0,QUEENS,1048627.0,188117.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68278036895264,-73.76788711962764,POINT (-73.767887119628 40.682780368953)
196,69390494,2026-06-18T00:47:19.000,,DOT,Department of Transportation,Street Condition,Pothole,,,11415.0,,,,,83 AVENUE,KEW GARDENS ROAD,INTERSECTION,QUEENS,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-06-18T00:47:19.000,09 QUEENS,29.0,Precinct 102,,QUEENS,1031907.0,198340.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71094588523881,-73.82809898246936,POINT (-73.828098982469 40.710945885239)
197,69399492,2026-06-18T00:46:39.000,2026-06-18T01:01:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11421.0,75 STREET,75 STREET,75 STREET,85 ROAD,75 STREET,85 ROAD,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:01:03.000,09 QUEENS,32.0,Precinct 102,,QUEENS,1021009.0,192224.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69421090782296,-73.86744189059509,POINT (-73.867441890595 40.694210907823)
198,69393092,2026-06-18T00:46:12.000,2026-06-18T01:14:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10303.0,268 MORNINGSTAR ROAD,MORNINGSTAR ROAD,HOOKER PLACE,DR MLK EP NB EN MORNINGSTAR ROAD,HOOKER PLACE,DR MLK EP NB EN MORNINGSTAR ROAD,ADDRESS,STATEN ISLAND,MORNINGSTAR ROAD,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:14:34.000,01 STATEN ISLAND,49.0,Precinct 121,5011540021.0,STATEN ISLAND,943499.0,169372.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63146983165982,-74.14681567818708,POINT (-74.146815678187 40.63146983166)
199,69391955,2026-06-18T00:46:00.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11428.0,222-28 DAVENPORT AVENUE,DAVENPORT AVENUE,222 STREET,224 STREET,222 STREET,224 STREET,ADDRESS,QUEENS VILLAGE,DAVENPORT AVENUE,,In Progress,,,,13 QUEENS,23.0,Precinct 105,4107490018.0,QUEENS,1057964.0,203641.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72531706946317,-73.73405259431627,POINT (-73.734052594316 40.725317069463)
200,69397463,2026-06-18T00:45:54.000,,DOT,Department of Transportation,Street Condition,Pothole,,,11415.0,83 AVENUE,83 AVENUE,MURRAY AND CAROL BERGER WAY,HOOVER AVENUE,,,BLOCKFACE,QUEENS,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-06-18T00:45:54.000,09 QUEENS,,Precinct 102,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
201,69398979,2026-06-18T00:45:30.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11369.0,26-18 91 STREET,91 STREET,ASTORIA BOULEVARD,30 AVENUE,ASTORIA BOULEVARD,30 AVENUE,ADDRESS,EAST ELMHURST,91 STREET,,In Progress,,,,03 QUEENS,22.0,Precinct 115,4013640027.0,QUEENS,1017998.0,217225.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.76284447491854,-73.8781745787896,POINT (-73.87817457879 40.762844474919)
202,69400239,2026-06-18T00:45:18.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10452.0,1026 NELSON AVENUE,NELSON AVENUE,WEST 164 STREET,WEST 165 STREET,WEST 164 STREET,WEST 165 STREET,ADDRESS,BRONX,NELSON AVENUE,,In Progress,,,,04 BRONX,16.0,Precinct 44,2025120057.0,BRONX,1004094.0,242910.0,MOBILE,Unspecified,BRONX,,,,,,,,40.833384920886026,-73.92829008387612,POINT (-73.928290083876 40.833384920886)
203,69394441,2026-06-18T00:44:53.000,2026-06-18T01:15:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10473.0,530 OLMSTEAD AVENUE,OLMSTEAD AVENUE,LACOMBE AVENUE,CICERO AVENUE,LACOMBE AVENUE,CICERO AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:15:15.000,09 BRONX,18.0,Precinct 43,2035340001.0,BRONX,1025573.0,236975.0,ONLINE,Unspecified,BRONX,,,,,,,,40.817020676600166,-73.85070846041687,POINT (-73.850708460417 40.8170206766)
204,69394717,2026-06-18T00:44:33.000,,DOT,Department of Transportation,Street Condition,Pothole,,,11375.0,QUEENS BOULEVARD,QUEENS BOULEVARD,GREG STEIN WAY,78 AVENUE,,,BLOCKFACE,QUEENS,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-06-18T00:44:33.000,06 QUEENS,,Precinct 112,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
205,69391594,2026-06-18T00:44:32.000,2026-06-18T01:39:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11225.0,1160 PRESIDENT STREET,PRESIDENT STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,,Closed,,"The New York City Police Department responded to the complaint but officers were unable to gain entry into the premises. If the problem persists, please contact 311 to create another complaint and ensure that contact information (e.g., buzzer number, phone number, etc.) is available to assist the responding officers in gaining entry to properly investigate the complaint.  We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:39:07.000,09 BROOKLYN,35.0,Precinct 71,3012820025.0,BROOKLYN,997535.0,182703.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66814429942913,-73.95211116522042,POINT (-73.95211116522 40.668144299429)
206,69396378,2026-06-18T00:43:45.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11354.0,143-20 37 AVENUE,37 AVENUE,DEAD END,PARSONS BOULEVARD,DEAD END,PARSONS BOULEVARD,ADDRESS,FLUSHING,37 AVENUE,,In Progress,,,,07 QUEENS,20.0,Precinct 109,4050130016.0,QUEENS,1033076.0,217478.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76346847954395,-73.82374345617667,POINT (-73.823743456177 40.763468479544)
207,69390558,2026-06-18T00:43:02.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11377.0,49-16 30 AVENUE,30 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,30 AVENUE,,In Progress,,,,01 QUEENS,22.0,Precinct 114,4007400049.0,QUEENS,1009921.0,216285.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.760291560173975,-73.90733495032347,POINT (-73.907334950323 40.760291560174)
208,69398449,2026-06-18T00:42:57.000,2026-06-18T00:42:57.000,DOT,Department of Transportation,Street Condition,Pothole,,,11415.0,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,84 AVENUE,85 AVENUE,,,BLOCKFACE,QUEENS,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2026-06-18T00:42:57.000,09 QUEENS,,Precinct 102,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
209,69394129,2026-06-18T00:42:25.000,2026-06-18T01:58:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,11234.0,1320 EAST 55 STREET,EAST 55 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST 55 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:59:00.000,18 BROOKLYN,46.0,Precinct 63,3078340170.0,BROOKLYN,1005719.0,166884.0,ONLINE,Unspecified,BROOKLYN,Car,,,,,,,40.62470851618684,-73.9226604151136,POINT (-73.922660415114 40.624708516187)
